pr_project,pr_id,First Status,Reputation,Changed file,Evaluation time,Nb Comments,Nb Commits,LC added,LC deleted,classes
rails,19108,Rejected,0.2,1,0.01,1,1,1,0,Non-Reopened
rails,24416,Rejected,0,0,5.14,0,0,0,0,Non-Reopened
rails,8419,Rejected,0.72,1,227.7,0,1,49,33,Non-Reopened
rails,27791,Accepted,0.79,1,0.12,0,1,2,2,Non-Reopened
rails,7547,Accepted,0.43,12,10.36,0,1,1,53,Non-Reopened
rails,4812,Rejected,0.79,11,0.65,0,12,1,17,Non-Reopened
rails,25348,Accepted,0.8,1,0.02,0,1,1,1,Non-Reopened
rails,27479,Accepted,0.79,1,0,0,1,1,1,Non-Reopened
rails,21145,Accepted,0.5,0,0.04,0,0,1,0,Non-Reopened
rails,7294,Accepted,0.63,1,0.05,0,1,0,1,Non-Reopened
rails,14956,Accepted,0.79,1,0.15,0,1,4,1,Non-Reopened
rails,24671,Rejected,0,1,0.03,3,1,0,2,Non-Reopened
rails,24782,Rejected,0,0,0.03,2,0,0,0,Non-Reopened
rails,9197,Accepted,0.5,3,19.33,0,1,0,1,Non-Reopened
rails,23515,Accepted,0.86,4,73.05,0,1,2,28,Non-Reopened
rails,4730,Accepted,0.88,1,0.13,0,1,60,1,Non-Reopened
rails,22160,Rejected,0.14,0,1.3,0,0,0,0,Reopened
rails,14453,Rejected,0,4,0.7,1,1,38,0,Non-Reopened
rails,7954,Rejected,0,3,1.07,0,1,0,0,Non-Reopened
rails,17832,Rejected,0.72,14,0.18,2,1,1,133,Non-Reopened
rails,21724,Rejected,0.5,3,0.1,2,1,9,2,Non-Reopened
rails,7500,Rejected,0.87,1,0.01,2,1,0,1,Non-Reopened
rails,9366,Accepted,0.6,3,6.96,0,1,1,1,Non-Reopened
rails,16188,Accepted,0.33,3,1.31,0,4,45,9,Non-Reopened
rails,18269,Accepted,0.5,1,0.1,0,1,16,0,Non-Reopened
rails,16689,Accepted,0.75,1,0.25,0,1,17,2,Non-Reopened
rails,5436,Rejected,0.86,1,0.47,1,1,31,2,Non-Reopened
rails,28782,Rejected,0.5,1,0.23,0,0,3,0,Reopened
rails,22644,Accepted,0.5,1,0,0,1,2,1,Non-Reopened
rails,14595,Rejected,0,2,2.23,0,0,31,1,Reopened
rails,3320,Rejected,0.67,1,0.21,1,0,6,6,Reopened
rails,23733,Accepted,0.64,2,2.29,0,3,98,12,Non-Reopened
rails,20273,Rejected,0.72,1,0.01,0,1,38,1,Non-Reopened
rails,5056,Rejected,0.9,2,0.75,0,1,0,6,Non-Reopened
rails,9120,Accepted,0.82,5,21.16,0,4,25,10,Non-Reopened
rails,14015,Accepted,0.52,1,0,0,1,0,1,Non-Reopened
rails,21847,Rejected,0,2,11.31,0,0,96,1,Reopened
rails,6349,Rejected,0.71,4,0,0,0,34,7,Reopened
rails,7241,Rejected,0.33,1,0,1,0,1,0,Reopened
rails,17802,Accepted,0.5,1,0,0,1,31,2,Non-Reopened
rails,19628,Rejected,0.65,22,0.3,1,1,295,660,Non-Reopened
rails,4902,Rejected,0.74,0,0.26,2,0,2,0,Non-Reopened
rails,20205,Accepted,0.58,0,0.09,0,0,2,0,Non-Reopened
rails,9825,Accepted,0.25,1,0,0,1,48,1,Non-Reopened
rails,19324,Rejected,0.81,7,16.98,0,0,172,7,Reopened
rails,433,Rejected,0.33,0,154.67,3,0,10,0,Non-Reopened
rails,26756,Accepted,0.86,2,0.02,0,1,10,12,Non-Reopened
rails,9298,Accepted,0.81,1,0.09,0,1,0,1,Non-Reopened
rails,8939,Accepted,0.87,2,0.05,0,1,4,0,Non-Reopened
rails,12536,Accepted,0.67,0,0.07,0,0,0,0,Non-Reopened
rails,6160,Accepted,0.88,3,0,0,1,0,5,Non-Reopened
rails,28284,Accepted,0.93,1,0.03,0,1,9,7,Non-Reopened
rails,12778,Rejected,0.63,0,5.85,0,0,0,0,Reopened
rails,14255,Accepted,0.5,2,1.08,0,9,3,5,Non-Reopened
rails,21693,Accepted,0.5,1,0.13,0,1,31,0,Non-Reopened
rails,26042,Accepted,0.49,1,5.74,0,1,1,0,Non-Reopened
rails,16561,Accepted,0.79,2,0.19,0,1,5,0,Non-Reopened
rails,9239,Accepted,0.87,1,0,0,1,0,2,Non-Reopened
rails,21366,Rejected,0.72,2,0,0,0,13,13,Reopened
rails,11849,Rejected,0,0,624.15,4,0,148,0,Non-Reopened
rails,29265,Accepted,0.9,1,0.04,0,1,0,6,Non-Reopened
rails,4481,Rejected,0.43,9,552.81,7,0,0,0,Reopened
rails,14134,Rejected,0,3,5.93,0,2,6,2,Non-Reopened
rails,17308,Rejected,0.69,3,0.03,3,0,3,3,Reopened
rails,19821,Accepted,0.78,1,0.01,0,1,8,9,Non-Reopened
rails,20285,Rejected,0.78,1,0.38,1,1,0,1,Non-Reopened
rails,5775,Rejected,0,4,224.35,0,1,1,0,Non-Reopened
rails,22993,Rejected,0.79,1,0.02,2,0,1,1,Reopened
rails,20781,Rejected,0.67,5,3.73,0,0,47,9,Reopened
rails,25321,Accepted,0.86,1,2.94,0,1,33,10,Non-Reopened
rails,21125,Rejected,0,0,0.07,1,0,28,0,Non-Reopened
rails,11327,Rejected,0.62,0,0.14,3,0,0,0,Reopened
rails,17792,Rejected,0.5,2,0.01,1,0,11,1,Reopened
rails,20640,Rejected,0,2,0.81,0,0,15,0,Reopened
rails,17125,Rejected,0.25,0,0.14,1,0,0,0,Reopened
rails,21415,Rejected,0.5,3,0.21,2,2,5,1,Non-Reopened
rails,17061,Accepted,0.56,1,0.01,0,1,1,1,Non-Reopened
rails,24776,Accepted,0.86,2,0.56,0,1,22,1,Non-Reopened
rails,23097,Accepted,0.86,1,0.14,0,1,56,0,Non-Reopened
rails,24106,Accepted,0.79,1,0.04,0,1,2,2,Non-Reopened
rails,8694,Accepted,0.77,1,0.01,0,1,0,2,Non-Reopened
rails,2327,Accepted,0.37,1,0.11,0,1,16,1,Non-Reopened
rails,7377,Accepted,0.71,0,1.47,0,0,2,0,Non-Reopened
rails,13352,Rejected,0.6,5,0.01,0,1,18,41,Non-Reopened
rails,3350,Accepted,0.5,2,1.07,0,2,1,0,Non-Reopened
rails,5212,Accepted,0.5,1,0.01,0,1,57,8,Non-Reopened
rails,4845,Rejected,0.66,0,0,0,0,7,0,Non-Reopened
rails,25949,Accepted,0.84,7,1.92,0,3,88,11,Non-Reopened
rails,19506,Rejected,0,1,0.07,1,1,3,1,Non-Reopened
rails,2380,Rejected,0.37,1,0.01,3,1,1,1,Non-Reopened
rails,25311,Accepted,0.5,3,0.2,0,1,4,5,Non-Reopened
rails,15222,Rejected,0,2,0.01,7,1,5,0,Non-Reopened
rails,28103,Accepted,0.93,1,0.02,0,1,1,1,Non-Reopened
rails,27180,Rejected,0.79,5,87.65,1,1,221,2,Non-Reopened
rails,4953,Rejected,0.33,0,1.75,3,0,2,0,Non-Reopened
rails,5915,Rejected,0,3,25.06,3,1,9,4,Non-Reopened
rails,10988,Accepted,0.33,0,0.05,0,0,0,0,Non-Reopened
rails,21275,Rejected,0.78,1,0.02,1,1,1,33,Non-Reopened
rails,26159,Accepted,0.86,1,0.33,0,1,16,8,Non-Reopened
rails,15300,Accepted,0.81,16,2.09,0,3,127,34,Non-Reopened
rails,26842,Rejected,0.5,1,0.02,0,0,1,2,Reopened
rails,24554,Rejected,0,2,0.01,2,0,6,1,Reopened
rails,17815,Accepted,0.84,1,13.26,0,1,0,58,Non-Reopened
rails,14671,Accepted,0.81,1,0,0,1,7,0,Non-Reopened
rails,7464,Rejected,0.67,0,2.3,6,0,1,0,Non-Reopened
rails,14474,Accepted,0.83,2,5.26,0,1,1,167,Non-Reopened
rails,6858,Accepted,0.79,1,0.09,0,1,0,2,Non-Reopened
rails,37,Rejected,0.25,5,7.62,0,7,8,1,Non-Reopened
rails,11888,Rejected,0.3,2,9.9,0,1,17,1,Non-Reopened
rails,13254,Rejected,0,0,0.01,0,0,0,0,Reopened
rails,13388,Rejected,0,1,0,3,0,3,0,Reopened
rails,4746,Accepted,0.25,2,1.91,0,2,0,1,Non-Reopened
rails,11864,Rejected,0.44,0,0.1,4,0,20,0,Non-Reopened
rails,29266,Accepted,0.5,1,0.13,0,1,1,1,Non-Reopened
rails,21632,Accepted,0.66,0,3.47,0,0,1,0,Non-Reopened
rails,22480,Accepted,0.46,1,3.5,0,1,6,0,Non-Reopened
rails,23755,Rejected,0,0,0,0,0,16,0,Non-Reopened
rails,24942,Accepted,0.33,1,0.01,0,1,2,2,Non-Reopened
rails,9361,Accepted,0.87,3,0.12,0,1,146,14,Non-Reopened
rails,14606,Rejected,0.6,1,51.96,8,1,2,0,Non-Reopened
rails,24510,Rejected,0.78,5,378.03,0,0,37,19,Reopened
rails,4387,Accepted,0.67,3,4.06,0,1,0,6,Non-Reopened
rails,27146,Accepted,0.59,2,26.86,0,1,10,2,Non-Reopened
rails,7368,Accepted,0.67,3,210.12,0,1,1,1,Non-Reopened
rails,5573,Rejected,0.38,1,39.76,0,3,1,0,Non-Reopened
rails,3776,Accepted,0.87,3,0.47,0,2,2,2,Non-Reopened
rails,18215,Rejected,0.33,0,0.02,2,0,104,0,Non-Reopened
rails,5894,Accepted,0.77,1,0.03,0,1,0,1,Non-Reopened
rails,107,Rejected,0.28,1,0.03,0,1,0,0,Non-Reopened
rails,17036,Rejected,0.72,2,23.91,0,1,45,0,Non-Reopened
rails,8173,Accepted,0.8,1,0.05,0,1,18,10,Non-Reopened
rails,29493,Accepted,0.93,4,1.53,0,1,10,10,Non-Reopened
rails,3632,Accepted,0.67,1,0.01,0,1,12,0,Non-Reopened
rails,26693,Accepted,0.62,8,0.95,0,1,23,9,Non-Reopened
rails,26969,Accepted,0.93,1,0.5,0,1,0,3,Non-Reopened
rails,19159,Accepted,0.8,0,0.05,0,0,1,0,Non-Reopened
rails,29063,Rejected,0.5,2,0.12,0,0,12,2,Reopened
rails,1469,Rejected,0.67,0,0.12,0,0,0,0,Reopened
rails,2652,Accepted,0.67,1,0.01,0,1,0,2,Non-Reopened
rails,19864,Rejected,0.5,1,47.98,0,1,0,1,Non-Reopened
rails,18381,Rejected,0.33,4,3.32,0,3,0,4,Non-Reopened
rails,8702,Accepted,0.84,0,0,0,0,9,0,Non-Reopened
rails,242,Rejected,0.17,2,0.01,1,1,59,2,Non-Reopened
rails,17934,Rejected,0.84,1,0.03,4,0,10,0,Reopened
rails,27983,Rejected,0.33,0,0.32,3,0,0,0,Non-Reopened
rails,109,Rejected,0.33,0,51.1,0,0,11,0,Non-Reopened
rails,2736,Rejected,0.67,2,226.94,0,14,105,10,Non-Reopened
rails,20757,Accepted,0.64,2,51.47,0,2,2,4,Non-Reopened
rails,11435,Accepted,0.81,2,1.9,0,1,11,2,Non-Reopened
rails,19837,Rejected,0.25,2,1.13,2,1,1,4,Non-Reopened
rails,21694,Accepted,0.5,1,0,0,1,16,0,Non-Reopened
rails,17782,Accepted,0.5,0,0.08,0,0,15,0,Non-Reopened
rails,10708,Rejected,0.33,0,7.23,0,0,1,0,Non-Reopened
rails,27431,Accepted,0.93,1,0.19,0,1,1,1,Non-Reopened
rails,11359,Accepted,0.7,1,0.08,0,1,1,1,Non-Reopened
rails,22069,Rejected,0,1,0,0,0,10,0,Reopened
rails,17177,Rejected,0.87,3,0.05,2,1,14,13,Non-Reopened
rails,27417,Rejected,0,3,7.9,0,0,58,3,Reopened
rails,10970,Accepted,0.67,0,0.7,0,0,21,0,Non-Reopened
rails,26664,Rejected,0.93,1,92.48,0,1,4,0,Non-Reopened
rails,4003,Rejected,0,0,161.24,7,0,0,0,Reopened
rails,3943,Rejected,0.66,0,0.55,10,0,0,0,Reopened
rails,17575,Rejected,0.5,2,1.29,2,0,11,1,Reopened
rails,27006,Accepted,0.49,1,0.01,0,1,3,0,Non-Reopened
rails,9046,Rejected,0.71,4,0.08,0,0,31,3,Reopened
rails,158,Rejected,0,0,0.01,0,0,10,0,Non-Reopened
rails,6697,Rejected,0.33,0,7.64,0,0,1,0,Non-Reopened
rails,1188,Accepted,0.78,2,0.17,0,1,84,1,Non-Reopened
rails,24481,Rejected,0.25,1,0.05,4,1,9,1,Non-Reopened
rails,8082,Accepted,0.8,3,9.27,0,1,28,0,Non-Reopened
rails,15048,Rejected,0.68,6,0.55,1,8,280,11,Non-Reopened
rails,18753,Accepted,0.73,0,0.1,0,0,0,0,Non-Reopened
rails,11906,Rejected,0,0,0.2,0,0,1,0,Non-Reopened
rails,14976,Rejected,0.74,0,10.29,2,0,17,0,Non-Reopened
rails,23477,Rejected,0.66,2,0.25,3,1,3,0,Non-Reopened
rails,10927,Rejected,0,1,0.01,1,1,18,3,Non-Reopened
rails,13376,Rejected,0.55,1,0.01,0,1,11,1,Non-Reopened
rails,27867,Accepted,0.93,1,0.79,0,1,1,0,Non-Reopened
rails,6625,Rejected,0,2,0.06,5,1,0,1,Non-Reopened
rails,8447,Rejected,0.6,5,805.25,9,1,16,19,Non-Reopened
rails,1864,Rejected,0.33,2,14.57,3,1,216,11,Non-Reopened
rails,22993,Rejected,0.79,1,0.02,2,0,1,1,Reopened
rails,17932,Accepted,0.75,0,0.21,0,0,10,0,Non-Reopened
rails,16642,Accepted,0.75,1,0.08,0,1,1,2,Non-Reopened
rails,17975,Rejected,0.33,3,0.53,0,0,15,11,Reopened
rails,15599,Accepted,0.81,2,0,0,1,2,2,Non-Reopened
rails,424,Accepted,0.63,2,0.01,0,1,14,2,Non-Reopened
rails,12956,Rejected,0.5,6,524.18,10,1,71,12,Non-Reopened
rails,19407,Accepted,0.72,1,0.09,0,1,0,1,Non-Reopened
rails,28295,Accepted,0.86,3,0.86,0,1,17,1,Non-Reopened
rails,3731,Accepted,0.38,0,0.29,0,0,3,0,Non-Reopened
rails,25310,Rejected,0,1,0.52,7,1,1,1,Non-Reopened
rails,15806,Rejected,0.83,4,0.08,0,0,39,8,Reopened
rails,17524,Rejected,0,2,796.72,4,1,31,1,Non-Reopened
rails,5724,Rejected,0,3,42.35,6,1,0,5,Non-Reopened
rails,18959,Accepted,0.5,1,0.1,0,1,73,4,Non-Reopened
rails,29285,Accepted,0.63,4,0.04,0,1,4,4,Non-Reopened
rails,5704,Rejected,0.9,2,0,0,1,0,2,Non-Reopened
rails,10648,Rejected,0,1,0,0,1,0,0,Non-Reopened
rails,18094,Rejected,0,2,0.14,0,1,2,2,Non-Reopened
rails,21608,Accepted,0.86,2,6.57,0,1,1,10,Non-Reopened
rails,3186,Accepted,0.86,2,0.12,0,1,12,5,Non-Reopened
rails,22259,Accepted,0.33,1,1.15,0,1,5,1,Non-Reopened
rails,19294,Rejected,0.29,1,0.03,1,1,22,22,Non-Reopened
rails,11751,Accepted,0.71,2,0.08,0,1,13,4,Non-Reopened
rails,12855,Rejected,0.6,1,0,1,1,1,1,Non-Reopened
rails,25914,Rejected,0.57,4,0,2,0,81,0,Reopened
rails,19167,Accepted,0.5,1,0.02,0,1,1,1,Non-Reopened
rails,11085,Rejected,0.52,3,552.55,11,1,24,5,Non-Reopened
rails,20566,Rejected,0.43,0,0.2,0,0,0,0,Reopened
rails,13745,Accepted,0.5,0,1.85,0,0,0,0,Non-Reopened
rails,12908,Rejected,0.6,1,117.75,8,1,26,4,Non-Reopened
rails,8496,Rejected,0.6,0,0.07,0,0,0,0,Reopened
rails,25934,Rejected,0,0,2.95,3,0,0,0,Non-Reopened
rails,19657,Accepted,0.5,0,0.01,0,0,26,0,Non-Reopened
rails,11287,Rejected,0,1,0.02,1,1,2,1,Non-Reopened
rails,22685,Rejected,0.25,2,0.1,4,0,11,0,Reopened
rails,20933,Rejected,0.25,6,1.7,0,0,413,12,Reopened
rails,28896,Accepted,0.33,3,0.17,0,1,49,4,Non-Reopened
rails,11930,Accepted,0.2,1,0.03,0,1,0,4,Non-Reopened
rails,9555,Accepted,0.67,2,31.68,0,2,1,3,Non-Reopened
rails,17483,Accepted,0.69,5,0.05,0,1,20,5,Non-Reopened
rails,9399,Accepted,0.81,0,0.01,0,0,7,0,Non-Reopened
rails,18074,Accepted,0.75,0,20.18,0,0,0,0,Non-Reopened
rails,17749,Rejected,0.68,2,0.21,2,1,12,0,Non-Reopened
rails,9844,Rejected,0.64,1,0.01,2,0,3,1,Reopened
rails,7468,Accepted,0.81,5,0,0,2,6,7,Non-Reopened
rails,11890,Rejected,0.5,3,313.66,3,0,39,2,Reopened
rails,3091,Rejected,0.29,1,0.13,1,0,2,2,Reopened
rails,21867,Accepted,0.74,1,0.21,0,1,193,5,Non-Reopened
rails,10821,Accepted,0.81,12,0.06,0,6,1,115,Non-Reopened
rails,172,Rejected,0.67,4,14.74,0,1,0,2,Non-Reopened
rails,16472,Accepted,0.93,0,0.04,0,0,0,0,Non-Reopened
rails,25274,Accepted,0.86,2,267.53,0,1,10,6,Non-Reopened
rails,22562,Rejected,0.5,0,3.14,0,0,0,0,Reopened
rails,15213,Accepted,0.83,1,0.03,0,1,0,3,Non-Reopened
rails,23904,Rejected,0.33,0,0,2,0,0,0,Reopened
rails,26532,Accepted,0.65,1,0.04,0,1,11,2,Non-Reopened
rails,20673,Rejected,0.6,1,0.01,3,0,2,1,Reopened
rails,19752,Accepted,0.84,2,0.6,0,1,1,42,Non-Reopened
rails,17987,Accepted,0.73,0,0.12,0,0,0,0,Non-Reopened
rails,18931,Rejected,0,513,0,1,686,10,2270,Non-Reopened
rails,27463,Rejected,0.93,3,0.1,0,0,11,2,Reopened
rails,17750,Rejected,0.73,0,0.01,1,0,1,0,Non-Reopened
rails,12686,Accepted,0.71,1,4.22,0,1,1,6,Non-Reopened
rails,13495,Accepted,0.77,1,0.18,0,1,0,35,Non-Reopened
rails,26820,Rejected,0.93,3,2.86,2,0,28,0,Reopened
rails,10204,Accepted,0.33,0,0,0,0,0,0,Non-Reopened
rails,23864,Rejected,0.72,2,0.02,2,1,2,0,Non-Reopened
rails,12070,Accepted,0.81,2,25.4,0,1,0,5,Non-Reopened
rails,18713,Rejected,0.33,0,0.02,1,0,0,0,Reopened
rails,24947,Rejected,0,3,0.01,0,2,23,13,Non-Reopened
rails,1823,Accepted,0.33,2,18.18,0,1,1,2,Non-Reopened
rails,21092,Rejected,0.65,2,4.77,0,0,12,2,Reopened
rails,28139,Accepted,0.75,2,6.8,0,1,16,17,Non-Reopened
rails,21975,Rejected,0.25,0,0.4,0,0,1,0,Non-Reopened
rails,26014,Rejected,0,3,0.04,0,0,30,1,Reopened
rails,16765,Accepted,0.79,3,3.74,0,1,3,0,Non-Reopened
rails,26382,Accepted,0.5,0,0.04,0,0,0,0,Non-Reopened
rails,13780,Rejected,0.5,1,0.49,0,0,13,0,Reopened
rails,23546,Accepted,0.59,1,4.14,0,1,22,8,Non-Reopened
rails,1758,Rejected,0.55,0,0.12,2,0,0,0,Reopened
rails,7521,Rejected,0.5,7,7.43,18,0,275,32,Reopened
rails,28206,Rejected,0.33,1,0.13,0,1,0,24,Non-Reopened
rails,1500,Rejected,0,1,327.52,8,1,6,5,Non-Reopened
rails,24622,Rejected,0.78,1,1.36,8,1,20,3,Non-Reopened
rails,13051,Rejected,0.66,1,1.42,9,0,16,10,Reopened
rails,2005,Accepted,0.5,2,0.12,0,1,0,3,Non-Reopened
rails,2649,Rejected,0,3,0.02,6,0,15,0,Reopened
rails,14979,Accepted,0.43,3,15.47,0,1,1,1,Non-Reopened
rails,15229,Accepted,0.67,1,0,0,1,44,2,Non-Reopened
rails,4267,Accepted,0.9,11,0,0,1,0,63,Non-Reopened
rails,2850,Accepted,0.86,3,0.23,0,1,11,1,Non-Reopened
rails,16546,Accepted,0.6,1,0.01,0,1,1,1,Non-Reopened
rails,19224,Accepted,0.78,1,0.25,0,1,3,1,Non-Reopened
rails,5162,Accepted,0.81,9,11.83,0,5,7,18,Non-Reopened
rails,10475,Rejected,0.25,1,0.1,4,1,1,1,Non-Reopened
rails,8184,Accepted,0.78,3,0.17,0,1,27,18,Non-Reopened
rails,4993,Rejected,0.66,0,33.61,0,0,6,0,Non-Reopened
rails,10335,Rejected,0,1,50.42,1,1,121,0,Non-Reopened
rails,22366,Rejected,0.2,1,21.32,0,1,164,4,Non-Reopened
rails,22823,Rejected,0.48,8,0.05,4,0,60,13,Reopened
rails,18344,Accepted,0.82,1,0.03,0,1,8,5,Non-Reopened
rails,5232,Accepted,0.72,6,0.02,0,1,220,12,Non-Reopened
rails,15178,Accepted,0.88,2,0.89,0,1,10,0,Non-Reopened
rails,21541,Rejected,0.72,1,0,0,1,14,1,Non-Reopened
rails,22272,Rejected,0.93,1,11.62,3,0,0,3,Reopened
rails,23060,Accepted,0.68,2,1.01,0,2,3,19,Non-Reopened
rails,26310,Accepted,0.5,1,0.07,0,1,1,0,Non-Reopened
rails,5466,Accepted,0.88,9,0.01,0,1,1,71,Non-Reopened
rails,4448,Accepted,0.9,1,0.1,0,2,0,17,Non-Reopened
rails,19749,Rejected,0,7,0.05,1,0,157,50,Reopened
rails,28678,Accepted,0.75,1,2.96,0,1,9,1,Non-Reopened
rails,15340,Accepted,0.6,1,0,0,1,10,15,Non-Reopened
rails,3462,Accepted,0.81,1,0,0,1,5,2,Non-Reopened
rails,3303,Rejected,0,0,0.02,1,0,34,0,Non-Reopened
rails,7667,Accepted,0.81,1,0.02,0,1,5,1,Non-Reopened
rails,12858,Rejected,0.6,1,0.01,3,1,0,1,Non-Reopened
rails,10036,Rejected,0.81,2,0,0,0,1,3,Reopened
rails,16664,Accepted,0.84,0,1.83,0,0,6,0,Non-Reopened
rails,7539,Rejected,0.67,1,0,1,1,1,6,Non-Reopened
rails,16007,Accepted,0.58,0,0.85,0,0,1487,0,Non-Reopened
rails,21411,Rejected,0.82,1,0.04,0,0,5,5,Reopened
rails,6711,Accepted,0.25,1,0.01,0,1,12,5,Non-Reopened
rails,14796,Accepted,0.6,3,0.12,0,1,1,0,Non-Reopened
rails,19940,Rejected,0,0,410.32,0,0,1,0,Non-Reopened
rails,1136,Accepted,0.86,5,0.33,0,2,0,16,Non-Reopened
rails,17070,Accepted,0.5,1,0.01,0,1,0,3,Non-Reopened
rails,12912,Rejected,0.6,3,0.4,5,1,12,0,Non-Reopened
rails,2775,Accepted,0.5,0,0.92,0,0,0,0,Non-Reopened
rails,19549,Rejected,0.79,9,643.94,0,1,1,25,Non-Reopened
rails,28317,Rejected,0,642,0.01,0,728,14497,8784,Non-Reopened
rails,26510,Accepted,0.93,1,0,0,1,1,1,Non-Reopened
rails,17677,Accepted,0.5,1,0,0,1,4,1,Non-Reopened
rails,24845,Accepted,0.88,0,0,0,0,0,0,Non-Reopened
rails,24853,Rejected,0.17,4,16.71,3,1,44,4,Non-Reopened
rails,7580,Accepted,0.76,2,0.03,0,1,0,1,Non-Reopened
rails,13310,Rejected,0.33,2,2.92,7,5,83,7,Non-Reopened
rails,5118,Accepted,0.76,1,0.24,0,1,0,3,Non-Reopened
rails,9898,Rejected,0,0,4.38,0,0,5,0,Non-Reopened
rails,24379,Rejected,0.61,1,0.7,0,0,1,1,Reopened
rails,8707,Rejected,0.5,1,380.9,8,1,5,0,Non-Reopened
rails,3374,Accepted,0.67,0,0,0,0,7,0,Non-Reopened
rails,14595,Rejected,0,2,2.23,0,0,31,1,Reopened
rails,7451,Accepted,0.84,0,0.62,0,0,0,0,Non-Reopened
rails,26350,Rejected,0.78,52,0.38,1,0,113,102,Reopened
rails,19105,Accepted,0.79,3,3.54,0,1,1,5,Non-Reopened
rails,13035,Rejected,0.78,1,0.02,2,0,0,9,Reopened
rails,8782,Rejected,0.67,0,0.03,0,0,0,0,Reopened
rails,311,Rejected,0.78,0,0.06,1,0,0,0,Reopened
rails,17806,Rejected,0.84,6,0.18,4,1,31,16,Non-Reopened
rails,21244,Rejected,0.92,2,2.44,0,0,7,1,Reopened
rails,13051,Rejected,0.66,1,1.42,9,0,16,10,Reopened
rails,15387,Accepted,0.84,2,0.01,0,1,26,34,Non-Reopened
rails,28394,Rejected,0.6,31,9.62,6,0,96,96,Reopened
rails,7392,Accepted,0.77,0,0.14,0,0,0,0,Non-Reopened
rails,20008,Rejected,0.65,2,0.02,1,1,1,1,Non-Reopened
rails,13300,Accepted,0.78,1,0,0,1,1,2,Non-Reopened
rails,13561,Accepted,0.79,2,0,0,1,14,2,Non-Reopened
rails,4217,Accepted,0.38,0,0,0,0,0,0,Non-Reopened
rails,13926,Accepted,0.57,1,0.27,0,1,12,2,Non-Reopened
rails,6072,Rejected,0.78,0,0.22,0,0,0,0,Reopened
rails,20905,Accepted,0.91,1,0.54,0,1,0,7,Non-Reopened
rails,25100,Accepted,0.59,1,0,0,1,1,1,Non-Reopened
rails,2129,Accepted,0.76,4,0.36,0,2,0,5,Non-Reopened
rails,20111,Rejected,0.58,0,0.02,0,0,0,0,Reopened
rails,22986,Accepted,0.74,1,0.15,0,1,1,1,Non-Reopened
rails,11039,Accepted,0.79,1,0,0,1,5,5,Non-Reopened
rails,1087,Accepted,0.79,2,0,0,1,54,7,Non-Reopened
rails,4458,Accepted,0.67,0,0.02,0,0,4,0,Non-Reopened
rails,8775,Rejected,0.57,0,0,0,0,5,0,Non-Reopened
rails,20668,Accepted,0.79,6,28.03,0,1,20,4,Non-Reopened
rails,26449,Rejected,0.86,2,0.51,6,0,16,16,Reopened
rails,13442,Rejected,0.6,1,0.71,1,0,11,16,Reopened
rails,26438,Rejected,0.71,2,0.04,0,0,7,0,Reopened
rails,26722,Rejected,0,2,0.12,6,2,12,5,Non-Reopened
rails,27720,Rejected,0.93,1,0.02,0,0,11,0,Reopened
rails,24052,Accepted,0.64,3,0.06,0,1,7,1,Non-Reopened
rails,16533,Accepted,0.85,1,0.01,0,1,180,0,Non-Reopened
rails,15977,Accepted,0.84,1,0.12,0,1,11,24,Non-Reopened
rails,1777,Rejected,0,2,462.58,14,3,211,4,Non-Reopened
rails,14058,Accepted,0.5,1,0.01,0,1,0,1,Non-Reopened
rails,5969,Rejected,0,0,134.04,3,0,0,0,Non-Reopened
rails,20616,Rejected,0.65,3,0.02,0,0,15,1,Reopened
rails,21990,Accepted,0.7,4,5.08,0,1,3,7,Non-Reopened
rails,17934,Rejected,0.84,1,0.03,4,0,10,0,Reopened
rails,4390,Rejected,0,0,59.84,0,0,15,0,Non-Reopened
rails,11886,Accepted,0.72,1,0.01,0,1,8,28,Non-Reopened
rails,3873,Accepted,0.67,1,0.05,0,1,22,2,Non-Reopened
rails,17695,Accepted,0.72,7,0.48,0,1,1,12,Non-Reopened
rails,1957,Accepted,0.87,1,0,0,1,12,0,Non-Reopened
rails,22215,Accepted,0.65,5,9,0,2,1,39,Non-Reopened
rails,16544,Accepted,0.68,6,9.11,0,1,1,20,Non-Reopened
rails,26003,Accepted,0.5,3,7.39,0,1,26,4,Non-Reopened
rails,25378,Accepted,0.5,1,0,0,1,11,11,Non-Reopened
rails,29337,Rejected,0.47,1,6.52,0,1,2,0,Non-Reopened
rails,4033,Accepted,0.87,4,0.94,0,2,0,12,Non-Reopened
rails,20593,Rejected,0.63,2,0.4,1,0,22,2,Reopened
rails,14378,Accepted,0.8,1,0.04,0,1,51,3,Non-Reopened
rails,11530,Rejected,0.48,3,434.81,6,0,82,14,Reopened
rails,25111,Rejected,0.52,6,325.03,4,0,147,143,Reopened
rails,5556,Rejected,0.85,1,0.54,2,0,1,1,Reopened
rails,14881,Accepted,0.79,1,35,0,1,32,5,Non-Reopened
rails,13849,Accepted,0.9,1,0.02,0,1,4,1,Non-Reopened
rails,16143,Accepted,0.79,1,0.13,0,1,15,1,Non-Reopened
rails,6059,Accepted,0.85,2,0.01,0,1,20,6,Non-Reopened
rails,9394,Accepted,0.87,1,0,0,1,26,1,Non-Reopened
rails,2623,Rejected,0,1,25.06,3,0,7,2,Reopened
rails,17913,Accepted,0.72,1,0,0,1,17,2,Non-Reopened
